vendor_id,booth_number,market_date
1,2,2019-04-03
3,1,2019-04-03
4,7,2019-04-03
7,11,2019-04-03
8,6,2019-04-03
9,8,2019-04-03
1,2,2019-04-06
3,1,2019-04-06
4,7,2019-04-06
7,11,2019-04-06
8,6,2019-04-06
9,8,2019-04-06
1,7,2019-04-10
3,1,2019-04-10
4,2,2019-04-10
7,11,2019-04-10
8,6,2019-04-10
9,8,2019-04-10
1,2,2019-04-13
3,1,2019-04-13
4,7,2019-04-13
7,11,2019-04-13
8,6,2019-04-13
9,8,2019-04-13
1,2,2019-04-17
3,1,2019-04-17
4,7,2019-04-17
7,11,2019-04-17
8,6,2019-04-17
9,8,2019-04-17
1,2,2019-04-20
3,1,2019-04-20
4,7,2019-04-20
7,11,2019-04-20
8,6,2019-04-20
9,8,2019-04-20
1,2,2019-04-24
3,1,2019-04-24
4,7,2019-04-24
7,11,2019-04-24
8,6,2019-04-24
9,8,2019-04-24
1,2,2019-04-27
3,1,2019-04-27
4,7,2019-04-27
7,11,2019-04-27
8,6,2019-04-27
9,8,2019-04-27
1,2,2019-05-01
3,1,2019-05-01
4,7,2019-05-01
7,11,2019-05-01
8,6,2019-05-01
9,8,2019-05-01
1,2,2019-05-04
3,1,2019-05-04
4,7,2019-05-04
7,11,2019-05-04
8,6,2019-05-04
9,8,2019-05-04
1,2,2019-05-08
3,1,2019-05-08
4,7,2019-05-08
7,11,2019-05-08
8,6,2019-05-08
9,8,2019-05-08
1,2,2019-05-11
3,1,2019-05-11
4,7,2019-05-11
7,11,2019-05-11
8,6,2019-05-11
9,8,2019-05-11
1,2,2019-05-15
3,1,2019-05-15
4,7,2019-05-15
7,11,2019-05-15
8,6,2019-05-15
9,8,2019-05-15
1,2,2019-05-18
3,1,2019-05-18
4,7,2019-05-18
7,11,2019-05-18
8,6,2019-05-18
9,8,2019-05-18
1,2,2019-05-22
3,1,2019-05-22
4,7,2019-05-22
7,11,2019-05-22
8,6,2019-05-22
9,8,2019-05-22
1,2,2019-05-25
3,1,2019-05-25
4,7,2019-05-25
7,11,2019-05-25
8,6,2019-05-25
9,8,2019-05-25
1,2,2019-05-29
3,1,2019-05-29
4,7,2019-05-29
7,11,2019-05-29
8,6,2019-05-29
9,8,2019-05-29
1,2,2019-06-01
3,1,2019-06-01
4,7,2019-06-01
4,11,2019-06-01
7,11,2019-06-01
8,6,2019-06-01
9,8,2019-06-01
1,2,2019-06-05
3,1,2019-06-05
4,7,2019-06-05
4,11,2019-06-05
7,11,2019-06-05
8,6,2019-06-05
9,8,2019-06-05
1,2,2019-06-08
3,1,2019-06-08
4,7,2019-06-08
4,11,2019-06-08
7,11,2019-06-08
8,6,2019-06-08
9,8,2019-06-08
1,2,2019-06-12
3,1,2019-06-12
4,7,2019-06-12
4,11,2019-06-12
7,11,2019-06-12
8,6,2019-06-12
9,8,2019-06-12
1,2,2019-06-15
3,1,2019-06-15
4,7,2019-06-15
4,11,2019-06-15
7,11,2019-06-15
8,6,2019-06-15
9,8,2019-06-15
1,2,2019-06-19
3,1,2019-06-19
4,7,2019-06-19
4,11,2019-06-19
7,11,2019-06-19
8,6,2019-06-19
9,8,2019-06-19
1,2,2019-06-22
3,1,2019-06-22
4,7,2019-06-22
4,11,2019-06-22
7,11,2019-06-22
8,6,2019-06-22
9,8,2019-06-22
1,2,2019-06-26
3,1,2019-06-26
4,7,2019-06-26
4,11,2019-06-26
7,11,2019-06-26
8,6,2019-06-26
9,8,2019-06-26
1,2,2019-06-29
3,1,2019-06-29
4,7,2019-06-29
4,11,2019-06-29
7,11,2019-06-29
8,6,2019-06-29
9,8,2019-06-29
1,2,2019-07-03
3,1,2019-07-03
4,7,2019-07-03
4,11,2019-07-03
7,11,2019-07-03
8,10,2019-07-03
9,8,2019-07-03
1,2,2019-07-06
3,1,2019-07-06
4,7,2019-07-06
4,11,2019-07-06
7,11,2019-07-06
8,10,2019-07-06
9,8,2019-07-06
1,2,2019-07-10
3,1,2019-07-10
4,7,2019-07-10
4,11,2019-07-10
7,11,2019-07-10
8,10,2019-07-10
9,8,2019-07-10
1,2,2019-07-13
3,1,2019-07-13
4,7,2019-07-13
4,11,2019-07-13
7,11,2019-07-13
8,10,2019-07-13
9,8,2019-07-13
1,2,2019-07-17
3,1,2019-07-17
4,7,2019-07-17
4,11,2019-07-17
7,11,2019-07-17
8,10,2019-07-17
9,8,2019-07-17
1,2,2019-07-20
3,1,2019-07-20
4,7,2019-07-20
4,11,2019-07-20
7,11,2019-07-20
8,10,2019-07-20
9,8,2019-07-20
1,2,2019-07-24
3,1,2019-07-24
4,7,2019-07-24
4,11,2019-07-24
7,11,2019-07-24
8,10,2019-07-24
9,8,2019-07-24
1,2,2019-07-27
3,1,2019-07-27
4,7,2019-07-27
4,11,2019-07-27
7,11,2019-07-27
8,10,2019-07-27
9,8,2019-07-27
1,2,2019-07-31
3,1,2019-07-31
4,7,2019-07-31
4,11,2019-07-31
7,11,2019-07-31
8,10,2019-07-31
9,8,2019-07-31
1,2,2019-08-03
3,1,2019-08-03
4,7,2019-08-03
4,11,2019-08-03
7,11,2019-08-03
8,10,2019-08-03
9,8,2019-08-03
1,2,2019-08-07
3,1,2019-08-07
4,7,2019-08-07
4,11,2019-08-07
7,11,2019-08-07
8,10,2019-08-07
9,8,2019-08-07
1,2,2019-08-10
3,1,2019-08-10
4,7,2019-08-10
4,11,2019-08-10
7,11,2019-08-10
8,10,2019-08-10
9,8,2019-08-10
1,2,2019-08-14
3,1,2019-08-14
4,7,2019-08-14
4,11,2019-08-14
7,11,2019-08-14
8,10,2019-08-14
9,8,2019-08-14
1,2,2019-08-17
3,1,2019-08-17
4,7,2019-08-17
4,11,2019-08-17
7,11,2019-08-17
8,10,2019-08-17
9,8,2019-08-17
1,2,2019-08-21
3,1,2019-08-21
4,7,2019-08-21
4,11,2019-08-21
7,11,2019-08-21
8,10,2019-08-21
9,8,2019-08-21
1,2,2019-08-24
3,1,2019-08-24
4,7,2019-08-24
4,11,2019-08-24
7,11,2019-08-24
8,10,2019-08-24
9,8,2019-08-24
1,2,2019-08-28
3,1,2019-08-28
4,7,2019-08-28
4,11,2019-08-28
7,11,2019-08-28
8,10,2019-08-28
9,8,2019-08-28
1,2,2019-08-31
3,1,2019-08-31
4,7,2019-08-31
4,11,2019-08-31
7,11,2019-08-31
8,10,2019-08-31
9,8,2019-08-31
1,2,2019-09-04
3,1,2019-09-04
4,7,2019-09-04
4,11,2019-09-04
7,11,2019-09-04
8,10,2019-09-04
9,8,2019-09-04
1,2,2019-09-07
3,1,2019-09-07
4,7,2019-09-07
4,11,2019-09-07
7,11,2019-09-07
8,10,2019-09-07
9,8,2019-09-07
1,2,2019-09-11
3,1,2019-09-11
4,7,2019-09-11
4,11,2019-09-11
7,11,2019-09-11
8,10,2019-09-11
9,8,2019-09-11
1,2,2019-09-14
3,1,2019-09-14
4,7,2019-09-14
4,11,2019-09-14
7,11,2019-09-14
8,10,2019-09-14
9,8,2019-09-14
1,2,2019-09-18
3,1,2019-09-18
4,7,2019-09-18
4,11,2019-09-18
7,11,2019-09-18
8,10,2019-09-18
9,8,2019-09-18
1,2,2019-09-21
3,1,2019-09-21
4,7,2019-09-21
4,11,2019-09-21
7,11,2019-09-21
8,10,2019-09-21
9,8,2019-09-21
1,2,2019-09-25
3,1,2019-09-25
4,7,2019-09-25
4,11,2019-09-25
7,11,2019-09-25
8,10,2019-09-25
9,8,2019-09-25
1,2,2019-09-28
3,1,2019-09-28
4,7,2019-09-28
4,11,2019-09-28
7,11,2019-09-28
8,10,2019-09-28
9,8,2019-09-28
1,2,2019-10-02
3,1,2019-10-02
4,7,2019-10-02
7,11,2019-10-02
8,6,2019-10-02
9,8,2019-10-02
1,2,2019-10-05
3,1,2019-10-05
4,7,2019-10-05
7,11,2019-10-05
8,6,2019-10-05
9,8,2019-10-05
1,2,2019-10-09
3,1,2019-10-09
4,7,2019-10-09
7,11,2019-10-09
8,6,2019-10-09
9,8,2019-10-09
1,2,2019-10-12
3,1,2019-10-12
4,7,2019-10-12
7,11,2019-10-12
8,6,2019-10-12
9,8,2019-10-12
1,2,2019-10-16
3,1,2019-10-16
4,7,2019-10-16
7,11,2019-10-16
8,6,2019-10-16
9,8,2019-10-16
1,2,2019-10-19
3,1,2019-10-19
4,7,2019-10-19
7,11,2019-10-19
8,6,2019-10-19
9,8,2019-10-19
1,2,2019-10-23
3,1,2019-10-23
4,7,2019-10-23
7,11,2019-10-23
8,6,2019-10-23
9,8,2019-10-23
1,2,2019-10-26
3,1,2019-10-26
4,7,2019-10-26
7,11,2019-10-26
8,6,2019-10-26
9,8,2019-10-26
1,2,2019-10-30
3,1,2019-10-30
4,7,2019-10-30
7,11,2019-10-30
8,6,2019-10-30
9,8,2019-10-30
1,2,2019-11-02
3,1,2019-11-02
4,7,2019-11-02
7,11,2019-11-02
8,6,2019-11-02
9,8,2019-11-02
1,2,2019-11-06
3,1,2019-11-06
4,7,2019-11-06
7,11,2019-11-06
8,6,2019-11-06
9,8,2019-11-06
1,2,2019-11-09
3,1,2019-11-09
4,7,2019-11-09
7,11,2019-11-09
8,6,2019-11-09
9,8,2019-11-09
1,2,2019-11-13
3,1,2019-11-13
4,7,2019-11-13
7,11,2019-11-13
8,6,2019-11-13
9,8,2019-11-13
1,2,2019-11-16
3,1,2019-11-16
4,7,2019-11-16
7,11,2019-11-16
8,6,2019-11-16
9,8,2019-11-16
1,2,2019-11-20
3,1,2019-11-20
4,7,2019-11-20
7,11,2019-11-20
8,6,2019-11-20
9,8,2019-11-20
1,2,2019-11-23
3,1,2019-11-23
4,7,2019-11-23
7,11,2019-11-23
8,6,2019-11-23
9,8,2019-11-23
1,2,2019-11-27
3,1,2019-11-27
4,7,2019-11-27
7,11,2019-11-27
8,6,2019-11-27
9,8,2019-11-27
1,2,2019-11-30
3,1,2019-11-30
4,7,2019-11-30
7,11,2019-11-30
8,6,2019-11-30
9,8,2019-11-30
1,2,2019-12-04
3,1,2019-12-04
4,7,2019-12-04
7,11,2019-12-04
8,6,2019-12-04
9,8,2019-12-04
1,2,2019-12-07
3,1,2019-12-07
4,7,2019-12-07
7,11,2019-12-07
8,6,2019-12-07
9,8,2019-12-07
1,2,2019-12-11
3,1,2019-12-11
4,7,2019-12-11
7,11,2019-12-11
8,6,2019-12-11
9,8,2019-12-11
1,2,2019-12-14
3,1,2019-12-14
4,7,2019-12-14
7,11,2019-12-14
8,6,2019-12-14
9,8,2019-12-14
1,2,2019-12-18
3,1,2019-12-18
4,7,2019-12-18
7,11,2019-12-18
8,6,2019-12-18
9,8,2019-12-18
1,2,2019-12-21
3,1,2019-12-21
4,7,2019-12-21
7,11,2019-12-21
8,6,2019-12-21
9,8,2019-12-21
1,2,2019-12-25
3,1,2019-12-25
4,7,2019-12-25
7,11,2019-12-25
8,6,2019-12-25
9,8,2019-12-25
1,2,2019-12-28
3,1,2019-12-28
4,7,2019-12-28
7,11,2019-12-28
8,6,2019-12-28
9,8,2019-12-28
1,2,2020-03-04
3,1,2020-03-04
4,7,2020-03-04
7,11,2020-03-04
8,6,2020-03-04
9,8,2020-03-04
1,2,2020-03-07
3,1,2020-03-07
4,7,2020-03-07
7,11,2020-03-07
8,6,2020-03-07
9,8,2020-03-07
1,2,2020-03-11
3,1,2020-03-11
4,7,2020-03-11
7,11,2020-03-11
8,6,2020-03-11
9,8,2020-03-11
1,2,2020-03-14
3,1,2020-03-14
4,7,2020-03-14
7,11,2020-03-14
8,6,2020-03-14
9,8,2020-03-14
1,2,2020-03-18
3,1,2020-03-18
4,7,2020-03-18
7,11,2020-03-18
8,6,2020-03-18
9,8,2020-03-18
1,2,2020-03-21
3,1,2020-03-21
4,7,2020-03-21
7,11,2020-03-21
8,6,2020-03-21
9,8,2020-03-21
1,2,2020-03-25
3,1,2020-03-25
4,7,2020-03-25
7,11,2020-03-25
8,6,2020-03-25
9,8,2020-03-25
1,2,2020-03-28
3,1,2020-03-28
4,7,2020-03-28
7,11,2020-03-28
8,6,2020-03-28
9,8,2020-03-28
1,2,2020-04-01
3,1,2020-04-01
4,7,2020-04-01
7,11,2020-04-01
8,6,2020-04-01
9,8,2020-04-01
1,2,2020-04-04
3,1,2020-04-04
4,7,2020-04-04
7,11,2020-04-04
8,6,2020-04-04
9,8,2020-04-04
1,2,2020-04-08
3,1,2020-04-08
4,7,2020-04-08
7,11,2020-04-08
8,6,2020-04-08
9,8,2020-04-08
1,2,2020-04-11
3,1,2020-04-11
4,7,2020-04-11
7,11,2020-04-11
8,6,2020-04-11
9,8,2020-04-11
1,2,2020-04-15
3,1,2020-04-15
4,7,2020-04-15
7,11,2020-04-15
8,6,2020-04-15
9,8,2020-04-15
1,2,2020-04-18
3,1,2020-04-18
4,7,2020-04-18
7,11,2020-04-18
8,6,2020-04-18
9,8,2020-04-18
1,2,2020-04-22
3,1,2020-04-22
4,7,2020-04-22
7,11,2020-04-22
8,6,2020-04-22
9,8,2020-04-22
1,2,2020-04-25
3,1,2020-04-25
4,7,2020-04-25
7,11,2020-04-25
8,6,2020-04-25
9,8,2020-04-25
1,2,2020-04-29
3,1,2020-04-29
4,7,2020-04-29
7,11,2020-04-29
8,6,2020-04-29
9,8,2020-04-29
1,2,2020-05-02
3,1,2020-05-02
4,7,2020-05-02
7,11,2020-05-02
8,6,2020-05-02
9,8,2020-05-02
1,2,2020-05-06
3,1,2020-05-06
4,7,2020-05-06
7,11,2020-05-06
8,6,2020-05-06
9,8,2020-05-06
1,2,2020-05-09
3,1,2020-05-09
4,7,2020-05-09
7,11,2020-05-09
8,6,2020-05-09
9,8,2020-05-09
1,2,2020-05-13
3,1,2020-05-13
4,7,2020-05-13
7,11,2020-05-13
8,6,2020-05-13
9,8,2020-05-13
1,2,2020-05-16
3,1,2020-05-16
4,7,2020-05-16
7,11,2020-05-16
8,6,2020-05-16
9,8,2020-05-16
1,2,2020-05-20
3,1,2020-05-20
4,7,2020-05-20
7,11,2020-05-20
8,6,2020-05-20
9,8,2020-05-20
1,2,2020-05-23
3,1,2020-05-23
4,7,2020-05-23
7,11,2020-05-23
8,6,2020-05-23
9,8,2020-05-23
1,2,2020-05-27
3,1,2020-05-27
4,7,2020-05-27
7,11,2020-05-27
8,6,2020-05-27
9,8,2020-05-27
1,2,2020-05-30
3,1,2020-05-30
4,7,2020-05-30
7,11,2020-05-30
8,6,2020-05-30
9,8,2020-05-30
1,2,2020-06-03
3,1,2020-06-03
4,7,2020-06-03
4,11,2020-06-03
7,11,2020-06-03
8,6,2020-06-03
9,8,2020-06-03
1,2,2020-06-06
3,1,2020-06-06
4,7,2020-06-06
4,11,2020-06-06
7,11,2020-06-06
8,6,2020-06-06
9,8,2020-06-06
1,2,2020-06-10
3,1,2020-06-10
4,7,2020-06-10
4,11,2020-06-10
7,11,2020-06-10
8,6,2020-06-10
9,8,2020-06-10
1,2,2020-06-13
3,1,2020-06-13
4,7,2020-06-13
4,11,2020-06-13
7,11,2020-06-13
8,6,2020-06-13
9,8,2020-06-13
1,2,2020-06-17
3,1,2020-06-17
4,7,2020-06-17
4,11,2020-06-17
7,11,2020-06-17
8,6,2020-06-17
9,8,2020-06-17
1,2,2020-06-20
3,1,2020-06-20
4,7,2020-06-20
4,11,2020-06-20
7,11,2020-06-20
8,6,2020-06-20
9,8,2020-06-20
1,2,2020-06-24
3,1,2020-06-24
4,7,2020-06-24
4,11,2020-06-24
7,11,2020-06-24
8,6,2020-06-24
9,8,2020-06-24
1,2,2020-06-27
3,1,2020-06-27
4,7,2020-06-27
4,11,2020-06-27
7,11,2020-06-27
8,6,2020-06-27
9,8,2020-06-27
1,2,2020-07-01
3,1,2020-07-01
4,7,2020-07-01
4,11,2020-07-01
7,11,2020-07-01
8,10,2020-07-01
9,8,2020-07-01
1,2,2020-07-04
3,1,2020-07-04
4,7,2020-07-04
4,11,2020-07-04
7,11,2020-07-04
8,10,2020-07-04
9,8,2020-07-04
1,2,2020-07-08
3,1,2020-07-08
4,7,2020-07-08
4,11,2020-07-08
7,11,2020-07-08
8,10,2020-07-08
9,8,2020-07-08
1,2,2020-07-11
3,1,2020-07-11
4,7,2020-07-11
4,11,2020-07-11
7,11,2020-07-11
8,10,2020-07-11
9,8,2020-07-11
1,2,2020-07-15
3,1,2020-07-15
4,7,2020-07-15
4,11,2020-07-15
7,11,2020-07-15
8,10,2020-07-15
9,8,2020-07-15
1,2,2020-07-18
3,1,2020-07-18
4,7,2020-07-18
4,11,2020-07-18
7,11,2020-07-18
8,10,2020-07-18
9,8,2020-07-18
1,2,2020-07-22
3,1,2020-07-22
4,7,2020-07-22
4,11,2020-07-22
7,11,2020-07-22
8,10,2020-07-22
9,8,2020-07-22
1,2,2020-07-25
3,1,2020-07-25
4,7,2020-07-25
4,11,2020-07-25
7,11,2020-07-25
8,10,2020-07-25
9,8,2020-07-25
1,2,2020-07-29
3,1,2020-07-29
4,7,2020-07-29
4,11,2020-07-29
7,11,2020-07-29
8,10,2020-07-29
9,8,2020-07-29
1,2,2020-08-01
3,1,2020-08-01
4,7,2020-08-01
4,11,2020-08-01
7,11,2020-08-01
8,10,2020-08-01
9,8,2020-08-01
1,2,2020-08-05
3,1,2020-08-05
4,7,2020-08-05
4,11,2020-08-05
7,11,2020-08-05
8,10,2020-08-05
9,8,2020-08-05
1,2,2020-08-08
3,1,2020-08-08
4,7,2020-08-08
4,11,2020-08-08
7,11,2020-08-08
8,10,2020-08-08
9,8,2020-08-08
1,2,2020-08-12
3,1,2020-08-12
4,7,2020-08-12
4,11,2020-08-12
7,11,2020-08-12
8,10,2020-08-12
9,8,2020-08-12
1,2,2020-08-15
3,1,2020-08-15
4,7,2020-08-15
4,11,2020-08-15
7,11,2020-08-15
8,10,2020-08-15
9,8,2020-08-15
1,2,2020-08-19
3,1,2020-08-19
4,7,2020-08-19
4,11,2020-08-19
7,11,2020-08-19
8,10,2020-08-19
9,8,2020-08-19
1,2,2020-08-22
3,1,2020-08-22
4,7,2020-08-22
4,11,2020-08-22
7,11,2020-08-22
8,10,2020-08-22
9,8,2020-08-22
1,2,2020-08-26
3,1,2020-08-26
4,7,2020-08-26
4,11,2020-08-26
7,11,2020-08-26
8,10,2020-08-26
9,8,2020-08-26
1,2,2020-08-29
3,1,2020-08-29
4,7,2020-08-29
4,11,2020-08-29
7,11,2020-08-29
8,10,2020-08-29
9,8,2020-08-29
1,2,2020-09-02
3,1,2020-09-02
4,7,2020-09-02
4,11,2020-09-02
7,11,2020-09-02
8,10,2020-09-02
9,8,2020-09-02
1,2,2020-09-05
3,1,2020-09-05
4,7,2020-09-05
4,11,2020-09-05
7,11,2020-09-05
8,10,2020-09-05
9,8,2020-09-05
1,2,2020-09-09
3,1,2020-09-09
4,7,2020-09-09
4,11,2020-09-09
7,11,2020-09-09
8,10,2020-09-09
9,8,2020-09-09
1,2,2020-09-12
3,1,2020-09-12
4,7,2020-09-12
4,11,2020-09-12
7,11,2020-09-12
8,10,2020-09-12
9,8,2020-09-12
1,2,2020-09-16
3,1,2020-09-16
4,7,2020-09-16
4,11,2020-09-16
7,11,2020-09-16
8,10,2020-09-16
9,8,2020-09-16
1,2,2020-09-19
3,1,2020-09-19
4,7,2020-09-19
4,11,2020-09-19
7,11,2020-09-19
8,10,2020-09-19
9,8,2020-09-19
1,2,2020-09-23
3,1,2020-09-23
4,7,2020-09-23
4,11,2020-09-23
7,11,2020-09-23
8,10,2020-09-23
9,8,2020-09-23
1,2,2020-09-26
3,1,2020-09-26
4,7,2020-09-26
4,11,2020-09-26
7,11,2020-09-26
8,10,2020-09-26
9,8,2020-09-26
1,2,2020-09-30
3,1,2020-09-30
4,7,2020-09-30
4,11,2020-09-30
7,11,2020-09-30
8,10,2020-09-30
9,8,2020-09-30
1,2,2020-10-03
3,1,2020-10-03
4,7,2020-10-03
7,11,2020-10-03
8,6,2020-10-03
9,8,2020-10-03
1,2,2020-10-07
3,1,2020-10-07
4,7,2020-10-07
7,11,2020-10-07
8,6,2020-10-07
9,8,2020-10-07
1,2,2020-10-10
3,1,2020-10-10
7,11,2020-10-10
8,7,2020-10-10
9,8,2020-10-10
